billing_code,name,description,provider_reference_0,negotiated_rate_0_0,billing_class_0_0,negotiated_rate_0_1,billing_class_0_1,negotiated_rate_0_2,billing_class_0_2,negotiated_rate_0_3,billing_class_0_3,negotiated_rate_0_4,billing_class_0_4,negotiated_rate_0_5,billing_class_0_5,provider_reference_1,negotiated_rate_1_0,billing_class_1_0,negotiated_rate_1_1,billing_class_1_1,negotiated_rate_1_2,billing_class_1_2,negotiated_rate_1_3,billing_class_1_3,negotiated_rate_1_4,billing_class_1_4,negotiated_rate_1_5,billing_class_1_5,provider_reference_2,negotiated_rate_2_0,billing_class_2_0,negotiated_rate_2_1,billing_class_2_1,negotiated_rate_2_2,billing_class_2_2,negotiated_rate_2_3,billing_class_2_3,negotiated_rate_2_4,billing_class_2_4,negotiated_rate_2_5,billing_class_2_5,provider_reference_3,negotiated_rate_3_0,billing_class_3_0,negotiated_rate_3_1,billing_class_3_1,negotiated_rate_3_2,billing_class_3_2,negotiated_rate_3_3,billing_class_3_3,negotiated_rate_3_4,billing_class_3_4,negotiated_rate_3_5,billing_class_3_5,provider_reference_4,negotiated_rate_4_0,billing_class_4_0,negotiated_rate_4_1,billing_class_4_1,negotiated_rate_4_2,billing_class_4_2,negotiated_rate_4_3,billing_class_4_3,negotiated_rate_4_4,billing_class_4_4,negotiated_rate_4_5,billing_class_4_5,negotiated_rate_4_6,billing_class_4_6,provider_reference_5,negotiated_rate_5_0,billing_class_5_0,negotiated_rate_5_1,billing_class_5_1,negotiated_rate_5_2,billing_class_5_2,negotiated_rate_5_3,billing_class_5_3,negotiated_rate_5_4,billing_class_5_4,provider_reference_6,negotiated_rate_6_0,billing_class_6_0,negotiated_rate_6_1,billing_class_6_1,negotiated_rate_6_2,billing_class_6_2,negotiated_rate_6_3,billing_class_6_3,provider_reference_7,negotiated_rate_7_0,billing_class_7_0,negotiated_rate_7_1,billing_class_7_1,negotiated_rate_7_2,billing_class_7_2,negotiated_rate_7_3,billing_class_7_3,negotiated_rate_7_4,billing_class_7_4,provider_reference_8,negotiated_rate_8_0,billing_class_8_0,negotiated_rate_8_1,billing_class_8_1,negotiated_rate_8_2,billing_class_8_2,provider_reference_9,negotiated_rate_9_0,billing_class_9_0,negotiated_rate_9_1,billing_class_9_1,provider_reference_10,negotiated_rate_10_0,billing_class_10_0,negotiated_rate_10_1,billing_class_10_1,provider_reference_11,negotiated_rate_11_0,billing_class_11_0,negotiated_rate_11_1,billing_class_11_1,negotiated_rate_11_2,billing_class_11_2,negotiated_rate_11_3,billing_class_11_3,provider_reference_12,negotiated_rate_12_0,billing_class_12_0,negotiated_rate_12_1,billing_class_12_1,provider_reference_13,negotiated_rate_13_0,billing_class_13_0,provider_reference_14,negotiated_rate_14_0,billing_class_14_0,negotiated_rate_14_1,billing_class_14_1,provider_reference_15,negotiated_rate_15_0,billing_class_15_0,negotiated_rate_15_1,billing_class_15_1,provider_reference_16,negotiated_rate_16_0,billing_class_16_0,provider_reference_17,negotiated_rate_17_0,billing_class_17_0,negotiated_rate_17_1,billing_class_17_1,provider_reference_18,negotiated_rate_18_0,billing_class_18_0,negotiated_rate_18_1,billing_class_18_1,provider_reference_19,negotiated_rate_19_0,billing_class_19_0,provider_reference_20,negotiated_rate_20_0,billing_class_20_0,negotiated_rate_20_1,billing_class_20_1,provider_reference_21,negotiated_rate_21_0,billing_class_21_0,provider_reference_22,negotiated_rate_22_0,billing_class_22_0,provider_reference_23,negotiated_rate_23_0,billing_class_23_0,provider_reference_24,negotiated_rate_24_0,billing_class_24_0,provider_reference_25,negotiated_rate_25_0,billing_class_25_0,negotiated_rate_25_1,billing_class_25_1,provider_reference_26,negotiated_rate_26_0,billing_class_26_0,negotiated_rate_26_1,billing_class_26_1,provider_reference_27,negotiated_rate_27_0,billing_class_27_0,negotiated_rate_27_1,billing_class_27_1,provider_reference_28,negotiated_rate_28_0,billing_class_28_0,negotiated_rate_28_1,billing_class_28_1,provider_reference_29,negotiated_rate_29_0,billing_class_29_0,negotiated_rate_29_1,billing_class_29_1,provider_reference_30,negotiated_rate_30_0,billing_class_30_0,provider_reference_31,negotiated_rate_31_0,billing_class_31_0,negotiated_rate_31_1,billing_class_31_1,provider_reference_32,negotiated_rate_32_0,billing_class_32_0,negotiated_rate_32_1,billing_class_32_1,provider_reference_33,negotiated_rate_33_0,billing_class_33_0,provider_reference_34,negotiated_rate_34_0,billing_class_34_0,provider_reference_35,negotiated_rate_35_0,billing_class_35_0,provider_reference_36,negotiated_rate_36_0,billing_class_36_0,provider_reference_37,negotiated_rate_37_0,billing_class_37_0,provider_reference_38,negotiated_rate_38_0,billing_class_38_0,provider_reference_39,negotiated_rate_39_0,billing_class_39_0,negotiated_rate_39_1,billing_class_39_1,provider_reference_40,negotiated_rate_40_0,billing_class_40_0,provider_reference_41,negotiated_rate_41_0,billing_class_41_0,provider_reference_42,negotiated_rate_42_0,billing_class_42_0,provider_reference_43,negotiated_rate_43_0,billing_class_43_0,provider_reference_44,negotiated_rate_44_0,billing_class_44_0,provider_reference_45,negotiated_rate_45_0,billing_class_45_0,provider_reference_46,negotiated_rate_46_0,billing_class_46_0,provider_reference_47,negotiated_rate_47_0,billing_class_47_0,provider_reference_48,negotiated_rate_48_0,billing_class_48_0,provider_reference_49,negotiated_rate_49_0,billing_class_49_0,provider_reference_50,negotiated_rate_50_0,billing_class_50_0,provider_reference_51,negotiated_rate_51_0,billing_class_51_0,provider_reference_52,negotiated_rate_52_0,billing_class_52_0,provider_reference_53,negotiated_rate_53_0,billing_class_53_0,provider_reference_54,negotiated_rate_54_0,billing_class_54_0,provider_reference_55,negotiated_rate_55_0,billing_class_55_0,provider_reference_56,negotiated_rate_56_0,billing_class_56_0,negotiated_rate_56_1,billing_class_56_1,provider_reference_57,negotiated_rate_57_0,billing_class_57_0,provider_reference_58,negotiated_rate_58_0,billing_class_58_0,provider_reference_59,negotiated_rate_59_0,billing_class_59_0,provider_reference_60,negotiated_rate_60_0,billing_class_60_0,provider_reference_61,negotiated_rate_61_0,billing_class_61_0
73564,X-RAY EXAM KNEE 4 OR MORE,X-RAY EXAM KNEE 4 OR MORE,2760,36.73,institutional,92.13,institutional,,,,,,,,,1988,14.13,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99285,EMERGENCY DEPT VISIT,EMERGENCY DEPT VISIT,571,93.35,professional,,,,,,,,,,,2760,625.7,institutional,731.92,institutional,733.57,institutional,945.76,institutional,,,,,4760,217.11,professional,,,,,,,,,,,5307,253.66,professional,,,,,,,,,,,9054,252.57,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84460,ALANINE AMINO (ALT) (SGPT),ALANINE AMINO (ALT) (SGPT),2760,19.37,institutional,9.26,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83036,GLYCOSYLATED HEMOGLOBIN TEST,GLYCOSYLATED HEMOGLOBIN TEST,6147,7.81,professional,,,,,,,,,,,6485,7.62,professional,,,,,,,,,,,2760,16,institutional,16.08,institutional,18.11,institutional,18.23,institutional,18.49,institutional,19.25,institutional,2036,5.39,professional,,,,,,,,,,,3876,5.39,professional,,,,,,,,,,,,,2512,7.53,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99211,OFF/OP EST MAY X REQ PHY/QHP,OFF/OP EST MAY X REQ PHY/QHP,669,12.57,professional,,,,,,,,,,,37,8.35,professional,,,,,,,,,,,1982,10.73,professional,,,,,,,,,,,4760,10.73,professional,,,,,,,,,,,1982,26.11,professional,,,,,,,,,,,,,5307,12.62,professional,,,,,,,,,3876,14.73,professional,,,,,,,3373,12.52,professional,,,,,,,,,5856,12.52,professional,,,,,8144,12.52,professional,,,194,30,professional,,,37,30,professional,,,,,,,669,30,professional,,,7457,30,professional,2036,11.13,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80053,COMPREHEN METABOLIC PANEL,COMPREHEN METABOLIC PANEL,2512,8.2,professional,,,,,,,,,,,6485,8.31,professional,,,,,,,,,,,6147,8.5,professional,,,,,,,,,,,2867,4.03,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90471,IMMUNIZATION ADMIN,IMMUNIZATION ADMIN,3876,17.9,professional,,,,,,,,,,,2760,50.5,institutional,,,,,,,,,,,2760,35.25,institutional,,,,,,,,,,,5307,22.88,professional,,,,,,,,,,,1737,16.19,professional,,,,,,,,,,,,,3871,16.19,professional,,,,,,,,,2036,17.9,professional,,,,,,,4760,22.93,professional,,,,,,,,,1982,22.94,professional,,,,,2760,42.21,institutional,,,8081,22.98,professional,,,2760,28.92,institutional,29.67,institutional,41.34,institutional,58.16,institutional,37,22.87,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82784,ASSAY IGA/IGD/IGG/IGM EACH,ASSAY IGA/IGD/IGG/IGM EACH,2760,19.84,institutional,6.68,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87081,CULTURE SCREEN ONLY,CULTURE SCREEN ONLY,2760,13.34,institutional,17.02,institutional,17.13,institutional,8.07,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84443,ASSAY THYROID STIM HORMONE,ASSAY THYROID STIM HORMONE,2512,13.04,professional,,,,,,,,,,,2760,15.22,institutional,26.42,institutional,28.36,institutional,30.03,institutional,36.43,institutional,37,institutional,2867,21.94,institutional,,,,,,,,,,,6485,13.27,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85027,COMPLETE CBC AUTOMATED,COMPLETE CBC AUTOMATED,6485,5.1,professional,,,,,,,,,,,2760,10.97,institutional,11.16,institutional,11.6,institutional,11.75,institutional,12.17,institutional,9.63,institutional,2512,5.02,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74183,MRI ABDOMEN W/O & W/DYE,MRI ABDOMEN W/O & W/DYE,2521,750,professional,,,,,,,,,,,1988,148.47,professional,,,,,,,,,,,2760,1177.92,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71260,CT THORAX DX C+,CT THORAX DX C+,1988,79.02,professional,,,,,,,,,,,2760,467.36,institutional,488.17,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73650,X-RAY EXAM OF HEEL,X-RAY EXAM OF HEEL,1988,11.09,professional,,,,,,,,,,,2760,37.45,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97116,GAIT TRAINING THERAPY,GAIT TRAINING THERAPY,2760,51.82,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96365,THER/PROPH/DIAG IV INF INIT,THER/PROPH/DIAG IV INF INIT,2760,209.18,institutional,403.55,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30520,REPAIR OF NASAL SEPTUM,REPAIR OF NASAL SEPTUM,8248,700.29,professional,,,,,,,,,,,2760,5044.64,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93798,CARDIAC REHAB/MONITOR,CARDIAC REHAB/MONITOR,2760,402.61,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86592,SYPHILIS TEST NON-TREP QUAL,SYPHILIS TEST NON-TREP QUAL,2512,3.31,professional,,,,,,,,,,,2867,21.94,institutional,,,,,,,,,,,2760,8.69,institutional,,,,,,,,,,,6485,3.36,professional,,,,,,,,,,,6147,3.43,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88141,CYTOPATH C/V INTERPRET,CYTOPATH C/V INTERPRET,5856,29.98,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99387,INIT PM E/M NEW PAT 65+ YRS,INIT PM E/M NEW PAT 65+ YRS,5307,179.13,professional,,,,,,,,,,,8144,177.65,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73590,X-RAY EXAM OF LOWER LEG,X-RAY EXAM OF LOWER LEG,1988,11.12,professional,,,,,,,,,,,2760,119.15,institutional,22.46,institutional,55.56,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98943,CHIROPRACT MANJ XTRSPINL 1/>,CHIROPRACT MANJ XTRSPINL 1/>,1746,27.68,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86644,CMV ANTIBODY,CMV ANTIBODY,2760,16.76,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90715,TDAP VACCINE 7 YRS/> IM,TDAP VACCINE 7 YRS/> IM,2036,47.9,professional,,,,,,,,,,,3876,47.9,professional,,,,,,,,,,,2760,12.5,institutional,13.32,institutional,14.83,institutional,24.88,institutional,27.92,institutional,46,institutional,37,46,professional,,,,,,,,,,,4760,46,professional,,,,,,,,,,,,,5307,46,professional,,,,,,,,,8081,46,professional,,,,,,,7137,50,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73630,X-RAY EXAM OF FOOT,X-RAY EXAM OF FOOT,2760,56.72,institutional,,,,,,,,,,,1988,11.64,professional,,,,,,,,,,,2760,217,institutional,31.5,institutional,46.51,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73110,X-RAY EXAM OF WRIST,X-RAY EXAM OF WRIST,1988,10.73,professional,,,,,,,,,,,2760,141.91,institutional,75.17,institutional,76.42,institutional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99384,PREV VISIT NEW AGE 12-17,PREV VISIT NEW AGE 12-17,2760,168.29,institutional,,,,,,,,,,,194,118.8,professional,,,,,,,,,,,37,142.59,professional,,,,,,,,,,,5307,142.59,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87624,HPV HIGH-RISK TYPES,HPV HIGH-RISK TYPES,2512,27.24,professional,,,,,,,,,,,6147,29.81,professional,,,,,,,,,,,2760,75.55,institutional,,,,,,,,,,,6485,27.56,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
